name,author,publisher,price,id,rating
Мартин Иден,Лондон Джек,АСТ,248 руб.,463784,9.68(Оценок: 188)
Повесть о Ходже Насреддине,Соловьев Леонид Васильевич,Т8,2402 руб.,931324,0.00(Оценок: 0)
Эроусмит,Синклер Льюис,Т8,2284 руб.,931325,0.00(Оценок: 0)
Белеет парус одинокий,Катаев Валентин Петрович,Азбука,922 руб.,915966,10.00(Оценок: 5)
Любовник леди Чаттерли,Лоуренс Дэвид Герберт,Азбука,222 руб.,35927,7.86(Оценок: 14)
Собор Парижской Богоматери,Гюго Виктор,Азбука,231 руб.,36435,9.40(Оценок: 15)
Опасные связи: Роман,Лакло Шодерло де,Азбука,222 руб.,35920,9.83(Оценок: 35)
Поднятая целина,Шолохов Михаил Александрович,Азбука,323 руб.,491516,8.62(Оценок: 8)
Семейный круг,Моруа Андре,Азбука,551 руб.,917033,10.00(Оценок: 2)
Странная история доктора Джекила и мистера Хайда,Стивенсон Роберт Льюис,Азбука,232 руб.,121022,9.34(Оценок: 56)
"Моби Дик, или Белый Кит",Мелвилл Герман,Эксмо,261 руб.,915818,7.00(Оценок: 1)
Портрет Дориана Грея и другие сочинения в одном томе,Уайльд Оскар,Эксмо,777 руб.,900289,8.00(Оценок: 3)
Горе от ума,Грибоедов Александр Сергеевич,Эксмо-Пресс,252 руб.,926050,0.00(Оценок: 0)
Что делать?,Чернышевский Николай Гаврилович,Азбука,232 руб.,357535,7.67(Оценок: 12)
Дубровский. Пиковая дама. Египетские ночи,Пушкин Александр Сергеевич,Азбука,193 руб.,925889,10.00(Оценок: 1)
"Пожалуйста, избавьте от греха",Стаут Рекс,Иностранка,843 руб.,925726,10.00(Оценок: 2)
Прекрасные и проклятые. Истории века джаза,Фицджеральд Фрэнсис Скотт,Иностранка,1057 руб.,925724,10.00(Оценок: 4)
Всадник без головы,Майн Рид Томас,Азбука,215 руб.,382833,9.73(Оценок: 37)
Дон Кихот,Сервантес Мигель де Сааведра,Азбука,215 руб.,377568,8.96(Оценок: 25)
Белая гвардия. Дни Турбиных. Бег,Булгаков Михаил Афанасьевич,Эксмо,607 руб.,930961,0.00(Оценок: 0)
Титан,Драйзер Теодор,Эксмо-Пресс,413 руб.,930958,10.00(Оценок: 2)
арты. Нечисть. Безумие. Рассказы русских писателей,,Эксмо,540 руб.,930963,0.00(Оценок: 0)
Кентавр,Блэквуд Элджернон,Рипол-Классик,915 руб.,930466,0.00(Оценок: 0)
Остров Сокровищ,Стивенсон Роберт Льюис,Тион,216 руб.,930788,10.00(Оценок: 1)
Голем,Майринк Густав,Азбука,215 руб.,929581,0.00(Оценок: 0)
Мартин Иден,Лондон Джек,Тион,216 руб.,930787,0.00(Оценок: 0)
Лето Господне,Шмелев Иван Сергеевич,Азбука,215 руб.,929582,0.00(Оценок: 0)
Севастопольские рассказы,Толстой Лев Николаевич,АСТ,224 руб.,930659,10.00(Оценок: 1)
Этюд в багровых тонах. Знак четырех. Записки о Шерлоке Холмсе,Дойл Артур Конан,АСТ,577 руб.,930657,10.00(Оценок: 1)
"Иди, вещай с горы",Болдуин Джеймс,АСТ,308 руб.,930654,8.50(Оценок: 2)
Незнакомка из Уайлдфелл-Холла,Бронте Энн,АСТ,260 руб.,930655,9.50(Оценок: 2)
Доктор Живаго,Пастернак Борис Леонидович,Тион,216 руб.,930786,0.00(Оценок: 0)
Записки юного врача,Булгаков Михаил Афанасьевич,Т8,356 руб.,930564,0.00(Оценок: 0)
Тишина,Бальмонт Константин Дмитриевич,Т8,388 руб.,930562,0.00(Оценок: 0)
Собачье счастье,Куприн Александр Иванович,Т8,413 руб.,930556,0.00(Оценок: 0)
Мертвые души,Гоголь Николай Васильевич,Мартин,215 руб.,879589,0.00(Оценок: 0)
Роман маленькой женщины,Арцыбашев Михаил Петрович,Т8,496 руб.,930554,0.00(Оценок: 0)
Вечера на хуторе близ Диканьки. Миргород,Гоголь Николай Васильевич,Мартин,170 руб.,879587,0.00(Оценок: 0)
Очаровательные разочарования,Северянин Игорь,Т8,443 руб.,930551,0.00(Оценок: 0)
Бедная Лиза. Ася. Первая любовь. Олеся. Гранатовый браслет,Карамзин Николай Михайлович,Мартин,230 руб.,879588,10.00(Оценок: 2)
Зависть,Олеша Юрий Карлович,Мартин,156 руб.,879585,0.00(Оценок: 0)
Пигмалион,Шоу Бернард,Мартин,156 руб.,879584,10.00(Оценок: 2)
Любовник леди Чаттерли,Лоуренс Дэвид Герберт,АСТ,343 руб.,920411,10.00(Оценок: 1)
Тарас Бульба. Вий,Гоголь Николай Васильевич,Мартин,156 руб.,879586,0.00(Оценок: 0)
Консуэло,Санд Жорж,АСТ,388 руб.,920412,10.00(Оценок: 1)
Любовник леди Чаттерли,Лоуренс Дэвид Герберт,АСТ,248 руб.,920406,10.00(Оценок: 1)
Замок Отранто и другие истории,Уолпол Гораций,АСТ,513 руб.,920404,8.50(Оценок: 2)
Петербургские повести,Гоголь Николай Васильевич,Азбука,232 руб.,918360,0.00(Оценок: 0)
Смерть Артура,Мэлори Томас,АСТ,558 руб.,920402,10.00(Оценок: 1)
Любовник леди Чаттерли,Лоуренс Дэвид Герберт,АСТ,326 руб.,920401,10.00(Оценок: 1)
Золотой Храм,Мисима Юкио,Азбука,529 руб.,918351,0.00(Оценок: 0)
Сенсация,Во Ивлин,Азбука,606 руб.,918343,10.00(Оценок: 2)
Письма незнакомке,Моруа Андре,Азбука,529 руб.,917974,10.00(Оценок: 3)
Маленькие женщины,Олкотт Луиза Мэй,Азбука,384 руб.,917976,8.50(Оценок: 2)
Завтрак у Тиффани,Капоте Трумен,Азбука,529 руб.,917962,10.00(Оценок: 1)
Сигнал бедствия,Майн Рид Томас,Престиж БУК,2218 руб.,915271,0.00(Оценок: 0)
Ловец орлов,Шульц Джеймс Уиллард,Престиж БУК,2218 руб.,903854,10.00(Оценок: 2)
Ошибка Одинокого Бизона,Шульц Джеймс Уиллард,Престиж БУК,2218 руб.,915269,0.00(Оценок: 0)
Аллея кошмаров,Грешем Уильям Линдсей,Азбука,666 руб.,917957,10.00(Оценок: 1)
Ребекка,Дюморье Дафна,Азбука,575 руб.,917959,10.00(Оценок: 3)
Как закалялась сталь,Островский Николай Алексеевич,Азбука,232 руб.,484041,8.33(Оценок: 9)
Кому на Руси жить хорошо,Некрасов Николай Алексеевич,Азбука,196 руб.,509354,8.86(Оценок: 7)
Таис Афинская,Ефремов Иван Антонович,Азбука,242 руб.,394552,9.42(Оценок: 12)
Царь-рыба,Астафьев Виктор Петрович,Азбука,242 руб.,463921,9.60(Оценок: 10)
Герой нашего времени,Лермонтов Михаил Юрьевич,Азбука,196 руб.,35947,9.50(Оценок: 10)
Грозовой перевал,Бронте Эмили,Азбука,196 руб.,106304,9.02(Оценок: 137)
Молодая гвардия,Фадеев Александр Александрович,Азбука,274 руб.,920485,0.00(Оценок: 0)
Эликсиры сатаны,Гофман Эрнст Теодор Амадей,Азбука,222 руб.,256694,9.00(Оценок: 14)
Поезд из Венеции,Сименон Жорж,Азбука,242 руб.,920484,10.00(Оценок: 1)
"Прощай, Гульсары!",Айтматов Чингиз Торекулович,Азбука,231 руб.,920481,0.00(Оценок: 0)
Дачная трилогия. Дачная лихорадка. Дачные приключения,Гольдони Карло,Центр книги Рудомино,777 руб.,918273,10.00(Оценок: 1)
Живые и мертвые,Симонов Константин Михайлович,Азбука,1302 руб.,918357,10.00(Оценок: 3)
Кусочек жизни,Тэффи Надежда Александровна,Редакция Елены Шубиной,1083 руб.,913550,9.00(Оценок: 1)
Чарующий апрель,фон Арним Элизабет,АСТ,248 руб.,918202,8.20(Оценок: 5)
Старший трубач полка,Гарди Томас,АСТ,374 руб.,918195,10.00(Оценок: 4)
Малое собрание сочинений,Капоте Трумен,Азбука,549 руб.,917951,10.00(Оценок: 1)
Обломов,Гончаров Иван Александрович,Азбука,215 руб.,920839,0.00(Оценок: 0)
Корабль-призрак,Марриет Фредерик,Азбука,843 руб.,920838,10.00(Оценок: 1)
Госпожа Бовари. Воспитание чувств. Простая душа,Флобер Гюстав,Иностранка,767 руб.,920837,10.00(Оценок: 3)
Райские пастбища,Стейнбек Джон,АСТ,327 руб.,920737,10.00(Оценок: 2)
Маленькие мужчины становятся взрослыми,Олкотт Луиза Мэй,АСТ,246 руб.,920736,10.00(Оценок: 2)
Осень патриарха (новый перевод),Гарсиа Маркес Габриэль,АСТ,394 руб.,920735,10.00(Оценок: 3)
Лунная долина,Лондон Джек,Азбука,232 руб.,920687,10.00(Оценок: 2)
Город за рекой,Казак Герман,АСТ,715 руб.,920731,10.00(Оценок: 1)
Житейские воззрения кота Мурра,Гофман Эрнст Теодор Амадей,Азбука,231 руб.,920685,10.00(Оценок: 1)
О всех созданиях - больших и малых,Хэрриот Джеймс,Азбука,242 руб.,920688,10.00(Оценок: 1)
Признания Арсена Люпена,Леблан Морис,Азбука,231 руб.,920686,0.00(Оценок: 0)
Детство. В людях. Мои университеты,Горький Максим,Азбука,274 руб.,920684,0.00(Оценок: 0)
Дьявол и Дэниел Уэбстер,Бене Стивен Винсент,Азбука,232 руб.,920682,8.00(Оценок: 1)
Темный цветок,Голсуорси Джон,Азбука,232 руб.,920683,10.00(Оценок: 1)
"Здравствуй, грусть! Романы",Саган Франсуаза,Иностранка,767 руб.,920671,10.00(Оценок: 4)
Маленькие женщины,Олкотт Луиза Мэй,Эксмо-Пресс,252 руб.,908557,10.00(Оценок: 2)
Прокляты и убиты,Астафьев Виктор Петрович,Азбука,323 руб.,920681,10.00(Оценок: 1)
Мартин Иден. Маленькая хозяйка большого дома. Джон Ячменное Зерно,Лондон Джек,Иностранка,843 руб.,920670,10.00(Оценок: 5)
Первый учитель,Айтматов Чингиз Торекулович,Азбука,232 руб.,535244,9.71(Оценок: 7)
Дочь священника. Да здравствует фикус!,Оруэлл Джордж,Эксмо,437 руб.,901222,10.00(Оценок: 2)
Мы,Замятин Евгений Иванович,Т8,647 руб.,930546,0.00(Оценок: 0)
Любовь от бездеятельности,Кара Петр,Т8,305 руб.,930545,0.00(Оценок: 0)
Котик Летаев,Белый Андрей,Т8,516 руб.,930542,0.00(Оценок: 0)
Хребты Безумия,Лавкрафт Говард Филлипс,Иностранка,705 руб.,435135,9.44(Оценок: 61)
Записки одного молодого человека,Герцен Александр Иванович,Т8,336 руб.,930536,0.00(Оценок: 0)
Больная Россия,Мережковский Дмитрий Сергеевич,Т8,399 руб.,930529,0.00(Оценок: 0)
Взрослые сказки,Блок Александр Александрович,Т8,339 руб.,930530,0.00(Оценок: 0)
Блистающий мир,Грин Александр Степанович,Т8,550 руб.,930528,0.00(Оценок: 0)
Село Степанчиково и его обитатели,Достоевский Федор Михайлович,Т8,869 руб.,930522,0.00(Оценок: 0)
"Барыня, барышня",Панаев Иван,Т8,305 руб.,930527,0.00(Оценок: 0)
Морфий,Булгаков Михаил Афанасьевич,Т8,496 руб.,930517,0.00(Оценок: 0)
Алые паруса,Грин Александр Степанович,Т8,339 руб.,930526,0.00(Оценок: 0)
Женское нестроение,Амфитеатров Александр Валентинович,Т8,879 руб.,930509,0.00(Оценок: 0)
Болото,Куприн Александр Иванович,Т8,488 руб.,930501,0.00(Оценок: 0)
Капитан Дюк,Грин Александр Степанович,Т8,477 руб.,930472,0.00(Оценок: 0)
Двенадцать стульев,Ильф Илья Арнольдович,Т8,1083 руб.,930507,0.00(Оценок: 0)
Двенадцать месяцев,Вебер Карл Карлович,Т8,486 руб.,930505,0.00(Оценок: 0)
Ю-Ю,Куприн Александр Иванович,Т8,477 руб.,930497,0.00(Оценок: 0)
Кавказский пленник. Казаки. Хаджи-Мурат,Толстой Лев Николаевич,Азбука,215 руб.,931059,0.00(Оценок: 0)
В Шотландском замке,Крыжановская-Рочестер Вера Ивановна,Т8,521 руб.,930469,0.00(Оценок: 0)
Собрание сочинений. Том 1. Белая гвардия,Булгаков Михаил Афанасьевич,Престиж БУК,1663 руб.,923509,0.00(Оценок: 0)
Преступление и наказание,Достоевский Федор Михайлович,Яуза,381 руб.,931800,0.00(Оценок: 0)
Властелин Колец,Толкин Джон Рональд Руэл,АСТ,1602 руб.,931383,10.00(Оценок: 1)
Прекрасные и обреченные. По эту сторону рая,Фицджеральд Фрэнсис Скотт,АСТ,759 руб.,931382,10.00(Оценок: 1)
Село Степанчиково и его обитатели. Из записок неизвестного,Достоевский Федор Михайлович,Азбука,196 руб.,931223,0.00(Оценок: 0)
Собачье сердце,Булгаков Михаил Афанасьевич,Омега-Л,395 руб.,931276,0.00(Оценок: 0)
Снег в апреле,Пилчер Розамунда,Азбука,232 руб.,931222,0.00(Оценок: 0)
"Шхуна ""Колумб""",Трублаини Николай Петрович,Вече,311 руб.,931160,0.00(Оценок: 0)
Жизнь,Мопассан Ги де,Вече,543 руб.,931141,10.00(Оценок: 1)
Плутония. Золотоискатели в пустыне,Обручев Владимир Афанасьевич,Престиж БУК,2218 руб.,929201,10.00(Оценок: 1)
Пнин,Набоков Владимир Владимирович,Corpus,706 руб.,927037,9.00(Оценок: 3)
Неупиваемая чаша,Шмелев Иван Сергеевич,RUGRAM,650 руб.,852176,0.00(Оценок: 0)
Стоик,Драйзер Теодор,Азбука,232 руб.,931407,0.00(Оценок: 0)
Грозовой перевал,Бронте Эмили,RUGRAM,1165 руб.,850354,10.00(Оценок: 1)
В южных морях. Воспоминания и портреты,Стивенсон Роберт Льюис,Т8,2176 руб.,931361,10.00(Оценок: 1)
Мертвые души,Гоголь Николай Васильевич,Т8,1241 руб.,931362,0.00(Оценок: 0)
Тамарин,Авдеев Михаил Васильевич,RUGRAM,827 руб.,849458,0.00(Оценок: 0)
Изнанка жизни,Лухманова Надежда Александровна,Т8,533 руб.,931349,0.00(Оценок: 0)
Старушка,Тур Евгения,Т8,675 руб.,931357,0.00(Оценок: 0)
Крестьянские дети,Потехин Алексей Антипович,Т8,625 руб.,931327,0.00(Оценок: 0)
Двадцать тысяч лье под водой,Верн Жюль,Азбука,215 руб.,372644,9.00(Оценок: 23)
Детский гусляр,Баянов Николай,Т8,349 руб.,931347,0.00(Оценок: 0)
Пансионерка,Хвощинская Надежда,Т8,707 руб.,931330,0.00(Оценок: 0)
Свадьба и другие рассказы,Мясницкий Иван,Т8,603 руб.,931338,0.00(Оценок: 0)
Анна Каренина,Толстой Лев Николаевич,Азбука,231 руб.,372651,9.29(Оценок: 17)
"Петербургские повести. Повести, комедии",Гоголь Николай Васильевич,Азбука,215 руб.,372298,9.73(Оценок: 15)
Анна Каренина,Толстой Лев Николаевич,Азбука,215 руб.,366903,8.87(Оценок: 67)
Голубая книга,Зощенко Михаил Михайлович,Азбука,215 руб.,372299,9.17(Оценок: 12)
Дети капитана Гранта,Верн Жюль,Азбука,215 руб.,371184,9.18(Оценок: 22)
Евгений Онегин,Пушкин Александр Сергеевич,Азбука,215 руб.,366107,9.39(Оценок: 23)
Вечера на хуторе близ Диканьки,Гоголь Николай Васильевич,Азбука,215 руб.,369857,9.40(Оценок: 10)
Шагреневая кожа,Бальзак Оноре де,Азбука,196 руб.,365540,9.00(Оценок: 33)
Отцы и дети,Тургенев Иван Сергеевич,Азбука,215 руб.,365253,9.67(Оценок: 27)
Москва и москвичи,Гиляровский Владимир Алексеевич,Азбука,215 руб.,365252,9.69(Оценок: 13)
Мертвые души,Гоголь Николай Васильевич,Азбука,215 руб.,363272,9.39(Оценок: 23)
Великий Гэтсби,Фицджеральд Фрэнсис Скотт,Азбука,215 руб.,363274,8.86(Оценок: 76)
Портрет Дориана Грея,Уайльд Оскар,Азбука,215 руб.,363273,8.97(Оценок: 100)
Госпожа Бовари,Флобер Гюстав,Азбука,215 руб.,362497,9.04(Оценок: 23)
Капитанская дочка,Пушкин Александр Сергеевич,Азбука,215 руб.,361614,8.17(Оценок: 12)
Идиот,Достоевский Федор Михайлович,Азбука,215 руб.,362496,9.32(Оценок: 62)
Дама с собачкой,Чехов Антон Павлович,Азбука,215 руб.,361615,9.50(Оценок: 10)
Мастер и Маргарита,Булгаков Михаил Афанасьевич,Азбука,215 руб.,361610,9.41(Оценок: 122)
Завтрак у Тиффани,Капоте Трумен,Азбука,232 руб.,282055,8.32(Оценок: 88)
Собор Парижской Богоматери,Гюго Виктор,Азбука,215 руб.,361611,9.43(Оценок: 46)
Граф Монте-Кристо в 2-х томах,Дюма Александр,Азбука,483 руб.,255129,9.52(Оценок: 31)
Малое собрание сочинений,Гоголь Николай Васильевич,Азбука,549 руб.,257490,9.54(Оценок: 28)
Белые ночи,Достоевский Федор Михайлович,Азбука,196 руб.,214887,9.93(Оценок: 15)
Яма,Куприн Александр Иванович,Азбука,196 руб.,359565,9.65(Оценок: 23)
Братья Карамазовы,Достоевский Федор Михайлович,Азбука,231 руб.,205361,9.79(Оценок: 24)
Преступление и наказание,Достоевский Федор Михайлович,Азбука,222 руб.,155640,8.92(Оценок: 24)
Малое собрание сочинений,Лавкрафт Говард Филлипс,Азбука,607 руб.,251347,9.45(Оценок: 56)
Униженные и оскорбленные,Достоевский Федор Михайлович,Азбука,193 руб.,158167,9.69(Оценок: 29)
Чувство и чувствительность,Остен Джейн,Азбука,193 руб.,147123,9.00(Оценок: 27)
Доводы рассудка,Остен Джейн,Азбука,193 руб.,155035,8.97(Оценок: 39)
Раковый корпус,Солженицын Александр Исаевич,Азбука,234 руб.,153953,8.83(Оценок: 29)
Тарас Бульба,Гоголь Николай Васильевич,Азбука,193 руб.,143464,9.57(Оценок: 7)
Мертвые души,Гоголь Николай Васильевич,Азбука,193 руб.,141760,8.60(Оценок: 15)
Белая гвардия,Булгаков Михаил Афанасьевич,Азбука,196 руб.,120304,9.46(Оценок: 13)
Первая любовь: Повести,Тургенев Иван Сергеевич,Азбука,222 руб.,111632,9.71(Оценок: 14)
На дне. Пьесы,Горький Максим,Азбука,196 руб.,109230,9.38(Оценок: 13)
Джейн Эйр,Бронте Шарлотта,Азбука,232 руб.,109229,9.33(Оценок: 27)
Повести Белкина. Избранная проза,Пушкин Александр Сергеевич,Азбука,196 руб.,78741,9.90(Оценок: 10)
Отец Горио,Бальзак Оноре де,Азбука,193 руб.,78739,9.40(Оценок: 10)
Эмма,Остен Джейн,Азбука,231 руб.,48946,8.94(Оценок: 36)
Процесс,Кафка Франц,Азбука,196 руб.,39778,8.58(Оценок: 36)
Доктор Живаго,Пастернак Борис Леонидович,Азбука,232 руб.,45437,7.64(Оценок: 11)
Один день Ивана Денисовича. Рассказы 60-х годов,Солженицын Александр Исаевич,Азбука,193 руб.,12312,8.94(Оценок: 16)
Мастер и Маргарита,Булгаков Михаил Афанасьевич,Азбука,196 руб.,36423,9.08(Оценок: 65)
Гений и богиня,Хаксли Олдос,АСТ,269 руб.,917358,9.00(Оценок: 2)
Загадка Старого Леса,Буццати Дино,АСТ,248 руб.,917353,7.50(Оценок: 4)
Корабль дураков,Портер Кэтрин Энн,АСТ,399 руб.,917355,10.00(Оценок: 2)
Вишневый сад. Повести,Чехов Антон Павлович,Эксмо,183 руб.,915834,0.00(Оценок: 0)
Тихий Дон. Том I,Шолохов Михаил Александрович,Эксмо,288 руб.,915833,0.00(Оценок: 0)
Тихий Дон. Том II,Шолохов Михаил Александрович,Эксмо,288 руб.,915835,0.00(Оценок: 0)
Жизнь. Монт-Ориоль,Мопассан Ги де,Эксмо,261 руб.,915832,0.00(Оценок: 0)
Процесс,Кафка Франц,Эксмо,183 руб.,915829,0.00(Оценок: 0)
Чувство и чувствительность,Остен Джейн,Эксмо,261 руб.,915830,10.00(Оценок: 1)
Капитанская дочка,Пушкин Александр Сергеевич,Эксмо,183 руб.,915823,0.00(Оценок: 0)
Призрак Оперы,Леру Гастон,Like Book,607 руб.,926324,10.00(Оценок: 1)
Гранатовый браслет,Куприн Александр Иванович,Эксмо,183 руб.,915820,0.00(Оценок: 0)
"Опасные связи, или Письма, собранные в одном частном кружке лиц и опубликованные в назидание",Лакло Шодерло де,Азбука,215 руб.,925171,0.00(Оценок: 0)
Вечера на хуторе близ Диканьки,Гоголь Николай Васильевич,Тион,216 руб.,926368,0.00(Оценок: 0)
Униженные и оскорбленные,Достоевский Федор Михайлович,Эксмо,692 руб.,926353,0.00(Оценок: 0)
Чингисхан,Ян Василий Григорьевич,Эксмо,270 руб.,926354,10.00(Оценок: 1)
По следу,Иванов Валентин,Вече,543 руб.,926201,0.00(Оценок: 0)
Анна Каренина,Толстой Лев Николаевич,Тион,216 руб.,926366,0.00(Оценок: 0)
Молниеносный Баязет,Бородин Сергей Петрович,Вече,466 руб.,926200,0.00(Оценок: 0)
Вечера на хуторе близ Диканьки. Миргород. Петербургские повести,Гоголь Николай Васильевич,Азбука,705 руб.,926180,10.00(Оценок: 4)
"История Тома Джонса, найденыша. Том 2",Филдинг Генри,Вече,1087 руб.,926192,10.00(Оценок: 1)
Дублинцы,Джойс Джеймс,Азбука,196 руб.,518827,9.36(Оценок: 11)
"История Тома Джонса, найденыша. Том 1",Филдинг Генри,Вече,1087 руб.,926191,10.00(Оценок: 2)
Герой нашего времени,Лермонтов Михаил Юрьевич,Эксмо-Пресс,252 руб.,912614,0.00(Оценок: 0)
Вдали от обезумевшей толпы,Гарди Томас,Эксмо-Пресс,230 руб.,921033,10.00(Оценок: 2)
Вокруг света за 80 дней,Верн Жюль,Эксмодетство,583 руб.,559135,9.91(Оценок: 32)
Вечер у Клэр. Ночные дороги,Газданов Гайто Иванович,АСТ,234 руб.,926740,9.50(Оценок: 2)
Роман о Тристане и Изольде,Бедье Жозеф,fanzon,1499 руб.,917437,9.89(Оценок: 9)
Маленький принц и Цитадель,Сент-Экзюпери Антуан де,Эксмо,1013 руб.,927068,0.00(Оценок: 0)
Бесы,Достоевский Федор Михайлович,Эксмо-Пресс,270 руб.,348093,8.62(Оценок: 8)
Ангелы опустошения,Керуак Джек,АСТ,336 руб.,926739,10.00(Оценок: 1)
Портрет Дориана Грея,Уайльд Оскар,Азбука,196 руб.,42519,9.55(Оценок: 77)
Драма на охоте. Истинное происшествие,Чехов Антон Павлович,Художественная литература,509 руб.,927077,0.00(Оценок: 0)
Преступная добродетель,Маркиз де Сад,Азбука,274 руб.,914575,10.00(Оценок: 1)
Зов Ктулху,Лавкрафт Говард Филлипс,Эксмо-Пресс,252 руб.,908558,10.00(Оценок: 2)
Доживем до понедельника,Полонский Георгий Исидорович,Азбука,242 руб.,927175,8.00(Оценок: 1)
Москва-Петушки,Ерофеев Венедикт Васильевич,Азбука,232 руб.,323835,7.70(Оценок: 66)
Тяжелые времена,Диккенс Чарльз,АСТ,260 руб.,927296,0.00(Оценок: 0)
Мартин Иден. Маленькая хозяйка Большого дома,Лондон Джек,Эксмо,1590 руб.,918564,10.00(Оценок: 2)
Гений,Драйзер Теодор,АСТ,533 руб.,927295,0.00(Оценок: 0)
Вечера на хуторе близ Диканьки,Гоголь Николай Васильевич,АСТ,208 руб.,927462,10.00(Оценок: 1)
Циники. Бритый человек,Мариенгоф Анатолий Борисович,Азбука,222 руб.,927456,8.00(Оценок: 1)
Великий Гэтсби,Фицджеральд Фрэнсис Скотт,АСТ,1135 руб.,927418,10.00(Оценок: 1)
Братья Карамазовы,Достоевский Федор Михайлович,Эксмо,1590 руб.,912617,10.00(Оценок: 2)
Сигнал капитуляции. Ангел-хранитель,Саган Франсуаза,Иностранка,767 руб.,929639,10.00(Оценок: 1)
Лебединая песнь. Побежденные,Головкина (Римская-Корсакова) Ирина,Омега-Л,1336 руб.,927422,10.00(Оценок: 3)
Парижские тайны,Сю Эжен,АСТ,1135 руб.,929714,0.00(Оценок: 0)
Волшебные чары луны,Рампо Эдогава,Азбука,232 руб.,929208,9.50(Оценок: 2)
Золотые яблоки Солнца,Брэдбери Рэй,Эксмо-Пресс,456 руб.,921034,10.00(Оценок: 2)
Светящееся пятно,Вентворт Патриция,АСТ,234 руб.,929715,0.00(Оценок: 0)
Эпоха невинности. Итан Фром,Уортон Эдит,Эксмо,540 руб.,918563,10.00(Оценок: 2)
Мегрэ в меблированных комнатах,Сименон Жорж,Феникс,507 руб.,918418,10.00(Оценок: 3)
Прокляты и убиты,Астафьев Виктор Петрович,Вече,621 руб.,929594,0.00(Оценок: 0)
Повесть о Ходже Насреддине,Соловьев Леонид Васильевич,Вече,621 руб.,929588,0.00(Оценок: 0)
Мегрэ и привидение,Сименон Жорж,Феникс,507 руб.,918417,10.00(Оценок: 2)
Рассказы о привидениях,Джеймс Монтегю Родс,Азбука,232 руб.,930061,8.00(Оценок: 1)
Пена дней,Виан Борис,Иностранка,564 руб.,930103,10.00(Оценок: 1)
Друг детства Мегрэ,Сименон Жорж,Феникс,507 руб.,918416,9.67(Оценок: 3)
Мегрэ в школе,Сименон Жорж,Феникс,507 руб.,918415,10.00(Оценок: 3)
Полное собрание романов и повестей в одном томе,Булгаков Михаил Афанасьевич,Эксмо,1219 руб.,925076,0.00(Оценок: 0)
Гордость и предубеждение. Доводы рассудка,Остен Джейн,Эксмо,1590 руб.,930954,10.00(Оценок: 1)
